AU011858,            ONE,     00,
20090215, 0600,  , DB, 16.9S, 172.5E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090215, 1200,  , DB, 17.0S, 171.9E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090215, 1800,  , TD, 17.3S, 171.2E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090216, 0000,  , TD, 17.9S, 170.2E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090216, 0600,  , TD, 18.5S, 168.8E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090216, 1200,  , TD, 19.3S, 167.5E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090216, 1800,  , TD, 19.8S, 166.0E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090217, 0000,  , TS, 20.7S, 165.0E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090217, 0600,  , TS, 22.1S, 164.4E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090217, 1200,  , TS, 22.8S, 162.7E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090217, 1800,  , TS, 24.7S, 161.5E,  40,  993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090218, 0000,  , TS, 27.1S, 160.5E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090218, 0600,  , TD, 29.3S, 160.1E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090218, 1200,  , TD, 31.3S, 159.8E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090218, 1800,  , EX, 33.5S, 160.6E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090219, 0000,  , EX, 36.4S, 162.2E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU062009,            GABRIELLE,     00,
20090228, 0000,  , TD, 9.7S, 101.2E,  25, 1002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090228, 0600,  , TD, 10.1S, 101.1E,  25, 1002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090228, 1200,  , TD, 10.4S, 101.2E,  25, 1002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090228, 1800,  , TD, 10.7S, 101.2E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090301, 0000,  , TD, 10.9S, 101.1E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090301, 0600,  , TD, 11.3S, 102.2E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090301, 1200,  , TD, 12.0S, 103.5E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090301, 1800,  , TD, 12.8S, 104.8E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090302, 0000,  , TS, 13.5S, 105.6E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090302, 0600,  , TS, 14.1S, 106.1E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090302, 1200,  , TS, 14.1S, 106.7E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090302, 1800,  , TD, 13.7S, 107.2E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090303, 0000,  , TD, 13.9S, 107.7E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090303, 0600,  , TD, 14.5S, 107.8E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090303, 1200,  , TS, 15.1S, 107.4E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090303, 1800,  , TS, 14.8S, 106.5E,  35,  999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090304, 0000,  , TS, 15.0S, 105.6E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090304, 0600,  , TD, 15.6S, 105.0E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090304, 1200,  , TD, 15.9S, 104.3E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090304, 1800,  , TD, 16.2S, 102.3E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 0000,  , TD, 17.4S, 100.7E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 0600,  , TD, 18.4S, 98.9E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 1200,  , DB, 19.4S, 97.1E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 1800,  , DB, 20.4S, 95.0E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090306, 0000,  , TD, 21.5S, 93.1E,  25, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU072009,            HAMISH,     00,
20090304, 1800,  , DB, 12.6S, 148.2E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 0000,  , DB, 13.0S, 147.7E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 0600,  , TD, 13.2S, 147.2E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 1200,  , TS, 13.5S, 147.0E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090305, 1800,  , TS, 14.0S, 146.9E,  50,  985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090306, 0000,  , TS, 14.5S, 146.9E,  60,  978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090306, 0600,  , TY, 15.0S, 146.9E,  65,  974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090306, 1200,  , TY, 15.5S, 147.3E,  75,  967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090306, 1800,  , TY, 16.3S, 147.8E,  90,  956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090307, 0000,  , TY, 17.1S, 148.3E, 100,  948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090307, 0600,  , TY, 17.9S, 148.8E, 120,  933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090307, 1200,  , ST, 18.6S, 149.4E, 130,  926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090307, 1800,  , ST, 19.2S, 150.0E, 135,  922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090308, 0000,  , ST, 20.0S, 150.5E, 135,  922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090308, 0600,  , ST, 20.7S, 151.0E, 130,  926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090308, 1200,  , TY, 21.2S, 151.5E, 120,  933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090308, 1800,  , TY, 21.5S, 152.2E, 115,  937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090309, 0000,  , TY, 22.1S, 152.7E, 115,  937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090309, 0600,  , TY, 22.8S, 153.3E, 115,  937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090309, 1200,  , TY, 23.2S, 153.8E, 115,  937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090309, 1800,  , TY, 23.7S, 154.2E, 110,  941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090310, 0000,  , TY, 24.3S, 154.8E, 100,  948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090310, 0600,  , TY, 24.7S, 155.5E,  90,  956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090310, 1200,  , TY, 24.6S, 156.0E,  85,  959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090310, 1800,  , TY, 24.6S, 155.6E,  80,  963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090311, 0000,  , TS, 24.3S, 155.1E,  60,  978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090311, 0600,  , TS, 23.5S, 154.9E,  50,  985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090311, 1200,  , TS, 22.5S, 154.7E,  50,  985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090311, 1800,  , TS, 21.9S, 153.8E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090312, 0000,  , TD, 21.8S, 152.7E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090312, 0600,  , TD, 21.4S, 151.9E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090312, 1200,  , TD, 20.8S, 151.4E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090312, 1800,  , TD, 20.4S, 151.0E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090313, 0000,  , TD, 20.1S, 150.9E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090313, 0600,  , DB, 19.8S, 150.7E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090313, 1200,  , DB, 19.3S, 150.4E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090313, 1800,  , DB, 18.8S, 149.6E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090314, 0000,  , DB, 17.7S, 149.1E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU082009,            ILSA,     00,
20090315, 0000,  , TD, 10.0S, 128.7E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090315, 0600,  , TD, 10.2S, 127.9E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090315, 1200,  , TD, 10.4S, 126.8E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090315, 1800,  , TD, 10.6S, 125.7E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090316, 0000,  , TD, 10.8S, 124.6E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090316, 0600,  , TD, 11.2S, 123.3E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090316, 1200,  , TD, 12.0S, 122.4E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090316, 1800,  , DB, 12.6S, 121.5E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090317, 0000,  , TD, 12.9S, 119.9E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090317, 0600,  , TD, 13.0S, 118.3E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090317, 1200,  , TD, 13.5S, 116.6E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090317, 1800,  , TS, 13.3S, 114.8E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090318, 0000,  , TS, 13.5S, 113.2E,  40,  993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090318, 0600,  , TS, 13.6S, 111.9E,  50,  985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090318, 1200,  , TS, 13.7S, 110.7E,  55,  982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090318, 1800,  , TY, 14.6S, 109.7E,  65,  974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090319, 0000,  , TY, 15.4S, 108.7E,  70,  970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090319, 0600,  , TY, 15.9S, 107.6E,  85,  959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090319, 1200,  , TY, 16.3S, 106.8E, 100,  948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090319, 1800,  , TY, 16.3S, 105.9E, 100,  948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090320, 0000,  , TY, 16.2S, 105.1E,  95,  952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090320, 0600,  , TY, 16.1S, 104.4E,  95,  952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090320, 1200,  , TY, 16.0S, 103.8E,  90,  956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090320, 1800,  , TY, 15.9S, 103.2E,  90,  956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090321, 0000,  , TY, 16.0S, 102.4E,  90,  956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090321, 0600,  , TC, 16.1S, 101.6E,  85,  959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090321, 1200,  , TY, 16.1S, 100.9E,  80,  963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090321, 1800,  , TY, 16.1S, 100.2E,  75,  967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090322, 0000,  , TY, 16.2S, 99.5E,  70,  970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090322, 0600,  , TY, 16.4S, 98.8E,  70,  970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090322, 1200,  , TY, 16.8S, 97.9E,  65,  974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090322, 1800,  , TS, 17.1S, 96.8E,  55,  982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090323, 0000,  , TS, 17.3S, 95.5E,  45,  989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090323, 0600,  , TS, 17.6S, 94.2E,  40,  993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090323, 1200,  , TS, 18.2S, 92.9E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090323, 1800,  , TS, 18.6S, 91.5E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 0000,  , TD, 19.2S, 90.1E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 0600,  , TD, 19.6S, 88.9E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 1200,  , TD, 20.0S, 87.7E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 1800,  , TD, 20.3S, 86.1E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090325, 0000,  , TD, 21.0S, 84.6E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090325, 0600,  , TD, 21.5S, 83.3E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090325, 1200,  , DB, 22.2S, 82.1E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090325, 1800,  , DB, 23.1S, 80.8E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090326, 0000,  , DB, 23.7S, 79.8E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090326, 0600,  , DB, 24.2S, 78.9E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090326, 1200,  , DB, 24.7S, 77.8E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU092009,            JASPER,     00,
20090323, 0000,  , TD, 14.7S, 154.2E,  25,  999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090323, 0600,  , DB, 14.6S, 156.2E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090323, 1200,  , DB, 15.9S, 156.6E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090323, 1800,  , TD, 16.7S, 157.9E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 0000,  , TS, 17.5S, 159.3E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 0600,  , TS, 19.0S, 160.5E,  40,  993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 1200,  , TS, 20.1S, 162.0E,  45,  989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090324, 1800,  , TS, 21.1S, 163.1E,  45,  989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090325, 0000,  , TS, 21.3S, 163.3E,  40,  993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090325, 0600,  , TS, 21.4S, 163.5E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090325, 1200,  , TD, 21.4S, 163.6E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU102009,            KIRRILY,     00,
20090417, 0600,  , TD, 7.3S, 133.3E,  20, 1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090417, 1200,  , TD, 7.4S, 133.0E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090417, 1800,  , TD, 7.7S, 132.6E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090418, 0000,  , TD, 8.0S, 132.3E,  20, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090418, 0600,  , TD, 8.4S, 131.9E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090418, 1200,  , TD, 8.3S, 131.5E,  20, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090418, 1800,  , TD, 8.1S, 131.0E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090419, 0000,  , TD, 7.8S, 130.6E,  25, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090419, 0600,  , TD, 7.7S, 130.3E,  25, 1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090419, 1200,  , TD, 7.7S, 130.0E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090419, 1800,  , TD, 7.6S, 129.7E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090420, 0000,  , TD, 7.4S, 129.6E,  25, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090420, 0600,  , TD, 7.0S, 129.9E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090420, 1200,  , TD, 7.0S, 130.8E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090420, 1800,  , TD, 7.0S, 131.5E,  20, 1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090421, 0000,  , TD, 7.0S, 132.0E,  25, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090421, 0600,  , TD, 7.1S, 132.5E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090421, 1200,  , TD, 7.2S, 132.8E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090421, 1800,  , TD, 7.2S, 133.0E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090422, 0000,  , TD, 7.3S, 133.2E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090422, 0600,  , TD, 7.4S, 133.2E,  25, 1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090422, 1200,  , TD, 7.5S, 133.0E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090422, 1800,  , TD, 7.6S, 132.9E,  25, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090423, 0000,  , TD, 7.8S, 132.9E,  25, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090423, 0600,  , DB, 7.6S, 132.8E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090423, 1200,  , DB, 8.2S, 132.8E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090423, 1800,  , DB, 8.7S, 132.9E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090424, 0000,  , DB, 9.0S, 133.1E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090424, 0600,  , DB, 9.3S, 133.4E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090424, 1200,  , DB, 9.3S, 134.0E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090424, 1800,  , DB, 9.1S, 134.8E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090425, 0000,  , DB, 8.4S, 135.2E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090425, 0600,  , TD, 8.1S, 135.7E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090425, 1200,  , TD, 7.9S, 135.9E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090425, 1800,  , TD, 7.9S, 136.1E,  25, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090426, 0000,  , TD, 8.0S, 135.9E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090426, 0600,  , TD, 7.6S, 135.3E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090426, 1200,  , TD, 7.4S, 134.9E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090426, 1800,  , TS, 7.2S, 134.5E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090427, 0000,  , TS, 6.8S, 134.4E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090427, 0600,  , TS, 6.3S, 134.1E,  45,  989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090427, 1200,  , TS, 6.1S, 133.9E,  45,  989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090427, 1800,  , TS, 6.2S, 133.6E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090428, 0000,  , TS, 6.1S, 133.4E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090428, 0600,  , TS, 6.0S, 133.1E,  35,  996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090428, 1200,  , TD, 5.6S, 133.0E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090428, 1800,  , TD, 5.3S, 132.8E,  30, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090429, 0000,  , DB, 5.6S, 132.7E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090429, 0600,  , TD, 5.1S, 132.7E,  25, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090429, 1200,  , TD, 5.1S, 132.5E,  20, 1009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090429, 1800,  , TD, 5.0S, 132.4E,  20, 1009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090430, 0000,  , TD, 5.0S, 132.1E,  20, 1009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090430, 0600,  , TD, 5.1S, 131.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090430, 1200,  , TD, 5.1S, 131.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090430, 1800,  , TD, 5.1S, 131.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090501, 0000,  , TD, 5.2S, 131.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20090501, 0600,  , TD, 5.1S, 130.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU112009,            CLEO,     00,
20091203, 0000,  , TD, 6.8S, 96.4E,  15, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091203, 0600,  , TD, 6.9S, 95.1E,  15, 1008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091203, 1200,  , TD, 7.0S, 94.0E,  15, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091203, 1800,  , TD, 7.3S, 93.0E,  15, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091204, 0000,  , TD, 7.6S, 92.2E,  15, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091204, 0600,  , DB, 8.5S, 91.1E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091204, 1200,  , DB, 8.3S, 90.4E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091204, 1800,  , DB, 8.6S, 89.8E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091205, 0000,  , DB, 9.0S, 89.0E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091205, 0600,  , DB, 9.2S, 88.0E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20091205, 1200,  , DB, 9.3S, 87.0E,  15, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
